approvedSymbol	ID	targetId	maxPhaseChEMBL	geneticScore	UMAP 1	UMAP 2	UMAP 3	cluster
FANCA	R-HSA-6783310	ENSG00000187741		0.4559480982087158	11.940777	1.4504751	2.448761	-1
FOXP1	R-HSA-1266738,R-HSA-452723	ENSG00000114861		0.4559480982087158	16.973816	3.0992768	7.6633377	2
ROBO2	R-HSA-1266738,R-HSA-9830369,R-HSA-9675108	ENSG00000185008		0.3039653988058105	1.6471336	-1.0990094	-9.221476	2
MAFB	R-HSA-1266738,R-HSA-5619507,R-HSA-5617472	ENSG00000204103		0.4559480982087158	16.389992	3.2121334	7.296293	2
PRKACA	R-HSA-5683057,R-HSA-73857,R-HSA-109582,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-983231,R-HSA-9856530,R-HSA-1430728,R-HSA-9006925,R-HSA-8953897,R-HSA-1643685,R-HSA-5687128,R-HSA-69278,R-HSA-162582,R-HSA-5621575,R-HSA-9855142,R-HSA-9860931,R-HSA-1640170,R-HSA-449147,R-HSA-1280218,R-HSA-418594,R-HSA-9006934,R-HSA-9675108,R-HSA-422356,R-HSA-5620912,R-HSA-5621481,R-HSA-418555,R-HSA-9675151,R-HSA-9022692,R-HSA-111885	ENSG00000072062		0.3039653988058105	12.618349	4.4992394	0.8039983	3
TFG	R-HSA-1643685,R-HSA-5663202,R-HSA-446203,R-HSA-597592	ENSG00000114354		0.15198269940290526	12.640268	2.9202633	-1.0988582	3
CDK6	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-2559585,R-HSA-2559582,R-HSA-2559583,R-HSA-8934593,R-HSA-8953897,R-HSA-1643685,R-HSA-2559580,R-HSA-69278,R-HSA-2262752,R-HSA-453279,R-HSA-1640170,R-HSA-69236,R-HSA-69231,R-HSA-9659787,R-HSA-9661069,R-HSA-9687139,R-HSA-9675126,R-HSA-8878171	ENSG00000105810		0.4559480982087158	11.860427	3.0953429	1.2505195	3
SRSF2	R-HSA-73857,R-HSA-74160,R-HSA-72172,R-HSA-72163	ENSG00000161547		0.4559480982087158	15.753868	4.0810046	1.9365501	3
SS18L1	R-HSA-4839726,R-HSA-74160,R-HSA-1266738,R-HSA-9730414,R-HSA-9856651,R-HSA-212165	ENSG00000184402		0.3039653988058105	15.764444	4.023165	4.033248	3
SRSF3	R-HSA-73857,R-HSA-74160,R-HSA-72172,R-HSA-72163	ENSG00000112081		0.4559480982087158	15.885072	3.9192233	2.1203923	3
GLS	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1430728,R-HSA-71291	ENSG00000115419		0.4615159937543629	15.014776	2.838338	1.3491274	3
PDGFB	R-HSA-5683057,R-HSA-109582,R-HSA-1257604,R-HSA-5684996,R-HSA-2219528,R-HSA-5673001,R-HSA-9006925,R-HSA-1643685,R-HSA-162582,R-HSA-186763,R-HSA-5663202,R-HSA-199418,R-HSA-186797,R-HSA-2219530,R-HSA-3000171,R-HSA-9006934,R-HSA-6811558,R-HSA-76005	ENSG00000100311		0.3039653988058105	12.377431	7.176348	-0.5515584	3
MYH9	R-HSA-1266738,R-HSA-1643685,R-HSA-400685,R-HSA-162582,R-HSA-5663202,R-HSA-416572,R-HSA-9675108	ENSG00000100345		0.4559480982087158	14.1013565	4.8705354	2.1960204	3
TSHR	R-HSA-373076,R-HSA-500792,R-HSA-162582,R-HSA-418555	ENSG00000165409		0.3039653988058105	5.3732114	7.192714	13.819676	4
ACVR1B	R-HSA-1266738,R-HSA-162582	ENSG00000135503		0.3039653988058105	14.283767	5.8371305	1.4055212	3
HNRNPA2B1	R-HSA-449147,R-HSA-72172,R-HSA-72163	ENSG00000122566		0.4559480982087158	15.205572	4.726775	1.6426215	-1
KIF5B	R-HSA-109582,R-HSA-983231,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-1280218,R-HSA-6811442	ENSG00000170759		0.3039653988058105	12.053939	4.4887815	1.1537611	3
PTPN6	R-HSA-109582,R-HSA-1500931,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-6798695,R-HSA-983705,R-HSA-909733,R-HSA-449147,R-HSA-1280218,R-HSA-9824446,R-HSA-9006934,R-HSA-202733	ENSG00000111679		0.15198269940290526	11.7854595	4.428157	-0.084757335	3
TP63	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-5633007,R-HSA-109606,R-HSA-5357801,R-HSA-109581	ENSG00000073282		0.4559480982087158	15.044465	3.0934744	1.7847269	3
NFKB1	R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-3214841,R-HSA-2559582,R-HSA-9755511,R-HSA-2559583,R-HSA-2454202,R-HSA-1168372,R-HSA-8953897,R-HSA-1643685,R-HSA-9711123,R-HSA-162582,R-HSA-2262752,R-HSA-202424,R-HSA-166016,R-HSA-168898,R-HSA-9609690,R-HSA-9609646,R-HSA-9759194,R-HSA-202403,R-HSA-448424,R-HSA-5621575,R-HSA-9692914,R-HSA-937061,R-HSA-166166,R-HSA-450294,R-HSA-9855142,R-HSA-9860931,R-HSA-2871837,R-HSA-6798695,R-HSA-8853884,R-HSA-983705,R-HSA-449147,R-HSA-1280218,R-HSA-9843745,R-HSA-9824446,R-HSA-1834949,R-HSA-9818749,R-HSA-168164,R-HSA-5621481,R-HSA-166058,R-HSA-181438,R-HSA-168179,R-HSA-168188	ENSG00000109320		0.5311110273857266	11.269235	4.5331135	-0.35405415	3
NRAS	R-HSA-5683057,R-HSA-9006931,R-HSA-109582,R-HSA-1266738,R-HSA-8939211,R-HSA-5684996,R-HSA-5654706,R-HSA-1250196,R-HSA-5654700,R-HSA-5654693,R-HSA-9028731,R-HSA-5654712,R-HSA-210993,R-HSA-5654708,R-HSA-9682385,R-HSA-2404192,R-HSA-2428928,R-HSA-2428924,R-HSA-2454202,R-HSA-1168372,R-HSA-5673001,R-HSA-177929,R-HSA-190236,R-HSA-1963640,R-HSA-112399,R-HSA-1643685,R-HSA-9671555,R-HSA-1236394,R-HSA-162582,R-HSA-2172127,R-HSA-2424491,R-HSA-5654687,R-HSA-1226099,R-HSA-9703465,R-HSA-6806834,R-HSA-5621575,R-HSA-9703648,R-HSA-186763,R-HSA-5663202,R-HSA-5654696,R-HSA-5654716,R-HSA-5655332,R-HSA-9673770,R-HSA-9673767,R-HSA-5655302,R-HSA-6798695,R-HSA-5658442,R-HSA-5654741,R-HSA-5654736,R-HSA-9006115,R-HSA-983705,R-HSA-416476,R-HSA-5655253,R-HSA-186797,R-HSA-1280218,R-HSA-881907,R-HSA-5654738,R-HSA-5654743,R-HSA-1250347,R-HSA-9664565,R-HSA-1227990,R-HSA-8848021,R-HSA-9006927,R-HSA-9006934,R-HSA-9665686,R-HSA-5218921,R-HSA-9675108,R-HSA-1227986,R-HSA-5655291,R-HSA-375165,R-HSA-5621481,R-HSA-8851805,R-HSA-8849471,R-HSA-202733,R-HSA-74752,R-HSA-74751	ENSG00000213281		0.607930797611621	10.570848	6.6713285	0.6966425	3
POT1	R-HSA-180786,R-HSA-2559583,R-HSA-1474165,R-HSA-8953897,R-HSA-73886,R-HSA-157579,R-HSA-2262752,R-HSA-1640170,R-HSA-1500620,R-HSA-2559586	ENSG00000128513		0.4559480982087158	11.638868	2.990776	1.4622369	3
TNFAIP3	R-HSA-5688426,R-HSA-162582,R-HSA-5689896,R-HSA-597592	ENSG00000118503		0.4559480982087158	14.46625	3.8916292	-0.66042006	3
CRTC1	R-HSA-8953897,R-HSA-2262752	ENSG00000105662		0.4559480982087158	10.783559	2.242847	0.22117183	-1
CXCR5	R-HSA-373076,R-HSA-375276,R-HSA-380108,R-HSA-500792,R-HSA-162582,R-HSA-418594	ENSG00000160683		0.19990109220290944	5.173769	7.145878	13.879105	4
KDR	R-HSA-9856530,R-HSA-8953897,R-HSA-1643685,R-HSA-9671555,R-HSA-162582,R-HSA-5663202,R-HSA-9855142,R-HSA-9860931,R-HSA-9006934,R-HSA-5218921	ENSG00000128052		0.4559480982087158	11.63338	5.6481967	0.46170396	3
MSN	R-HSA-1266738,R-HSA-1643685,R-HSA-5663202,R-HSA-449147,R-HSA-9675108	ENSG00000147065		0.3039653988058105	13.386199	4.629885	1.797791	3
CTNND1	R-HSA-9764265,R-HSA-9764274,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-1643685,R-HSA-162582,R-HSA-9764561,R-HSA-9766229,R-HSA-8876384,R-HSA-9006934	ENSG00000198561		0.3039653988058105	12.892576	3.8337824	2.9449286	3
DDX5	R-HSA-9006931,R-HSA-8939211,R-HSA-9018519,R-HSA-1643685,R-HSA-162582,R-HSA-2990846,R-HSA-3108232,R-HSA-9824446,R-HSA-597592,R-HSA-72172,R-HSA-72163,R-HSA-3899300	ENSG00000108654		0.3039653988058105	14.088707	5.5249023	-0.8981273	3
PAX8	R-HSA-1266738,R-HSA-9758941,R-HSA-9830369	ENSG00000125618		0.15198269940290526	17.139866	2.7980201	7.1766305	2
BCL2	R-HSA-9006931,R-HSA-1266738,R-HSA-8939211,R-HSA-9755511,R-HSA-9018519,R-HSA-8953897,R-HSA-9730414,R-HSA-109606,R-HSA-9711123,R-HSA-162582,R-HSA-2262752,R-HSA-9634638,R-HSA-9759194,R-HSA-9856651,R-HSA-449147,R-HSA-5357801,R-HSA-109581	ENSG00000171791	1.0	0.4559480982087158	13.16093	5.570466	1.0727489	3
CDC73	R-HSA-73857,R-HSA-75955,R-HSA-112382,R-HSA-674695,R-HSA-74160,R-HSA-195721,R-HSA-201681,R-HSA-201722,R-HSA-162582,R-HSA-597592	ENSG00000134371		0.4559480982087158	15.644073	3.9005218	0.90215915	3
DGCR8	R-HSA-73857,R-HSA-212436,R-HSA-74160	ENSG00000128191		0.15198269940290526	18.164358	0.58954525	0.7873794	3
FH	R-HSA-1428517,R-HSA-1430728,R-HSA-71403	ENSG00000091483		0.3039653988058105	14.451594	21.203775	7.1968164	0
LIFR	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-449147,R-HSA-8878171	ENSG00000113594		0.3039653988058105	16.179083	2.5787632	1.237971	3
TCF12	R-HSA-8878171,R-HSA-8939236,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-9764560,R-HSA-162582,R-HSA-9006936,R-HSA-9006934,R-HSA-525793,R-HSA-9839394	ENSG00000140262		0.3039653988058105	13.3952875	3.815755	2.667915	3
LMNA	R-HSA-1474165,R-HSA-8953897,R-HSA-1643685,R-HSA-69278,R-HSA-2262752,R-HSA-5663202,R-HSA-1640170,R-HSA-1500620,R-HSA-9734009,R-HSA-5357801,R-HSA-109581,R-HSA-9645723	ENSG00000160789		0.3039653988058105	11.867955	3.4780517	0.8547911	3
RNF213	R-HSA-1643685,R-HSA-5663202,R-HSA-1280218	ENSG00000173821		0.3039653988058105	10.612226	4.200141	0.8590313	3
CBLB	R-HSA-1280218	ENSG00000114423		0.4559480982087158	10.258317	3.5596352	-1.8824905	-1
SRGAP3	R-HSA-1266738,R-HSA-162582,R-HSA-9675108	ENSG00000196220		0.3039653988058105	14.603488	5.2789474	2.1763096	3
TCF7L2	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-8878159,R-HSA-195721,R-HSA-1643685,R-HSA-9730414,R-HSA-201681,R-HSA-201722,R-HSA-162582,R-HSA-9856651,R-HSA-5663202,R-HSA-4086398,R-HSA-3769402,R-HSA-9758941,R-HSA-8853884,R-HSA-9825892,R-HSA-195253,R-HSA-3858494	ENSG00000148737		0.4559480982087158	14.70643	4.6229033	1.4920956	3
TNFRSF14	R-HSA-1280218	ENSG00000157873		0.3039653988058105	10.407902	3.2431693	-1.8340317	-1
MYD88	R-HSA-1257604,R-HSA-9006925,R-HSA-1643685,R-HSA-162582,R-HSA-166016,R-HSA-168898,R-HSA-199418,R-HSA-449147,R-HSA-1280218,R-HSA-6811558,R-HSA-1834949,R-HSA-166058,R-HSA-181438,R-HSA-168179,R-HSA-168188	ENSG00000172936		0.3039653988058105	11.177183	5.254251	-0.61807907	3
TCF3	R-HSA-8878171,R-HSA-8939236,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-9764560,R-HSA-162582,R-HSA-9006936,R-HSA-525793,R-HSA-9839394	ENSG00000071564		0.607930797611621	13.589501	3.7235782	2.925885	3
ATXN3	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-5688426,R-HSA-597592	ENSG00000066427		0.15589308425823387	14.917838	2.8743384	0.16751967	3
DDIT3	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-8953897,R-HSA-2262752,R-HSA-9711097	ENSG00000175197		0.3039653988058105	12.6147785	2.2771273	1.6621965	3
IDH2	R-HSA-1428517,R-HSA-1430728,R-HSA-71403	ENSG00000182054		0.4559480982087158	14.496988	21.247528	7.1739836	0
JAK1	R-HSA-5683057,R-HSA-5684996,R-HSA-5673001,R-HSA-1643685,R-HSA-162582,R-HSA-909733,R-HSA-449147,R-HSA-8854691,R-HSA-6783783,R-HSA-9824446,R-HSA-9705462	ENSG00000162434		0.4559480982087158	12.659593	6.050503	-0.8146247	3
SPEN	R-HSA-162582	ENSG00000065526		0.4559480982087158	4.5431495	-12.186053	25.86462	1
ABI1	R-HSA-1643685,R-HSA-162582,R-HSA-9006934	ENSG00000136754		0.3039653988058105	11.43361	7.412412	-0.70603234	3
MDM4	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-2559585,R-HSA-5688426,R-HSA-2559583,R-HSA-5633007,R-HSA-8953897,R-HSA-2559580,R-HSA-5689880,R-HSA-2262752,R-HSA-69541,R-HSA-1640170,R-HSA-69620,R-HSA-69580,R-HSA-69563,R-HSA-69615,R-HSA-6804756,R-HSA-597592,R-HSA-6806003,R-HSA-6804757	ENSG00000198625		0.4559480982087158	12.685525	2.5579607	1.6471283	3
RARA	R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-5619507,R-HSA-5617472,R-HSA-162582,R-HSA-2990846,R-HSA-3108232,R-HSA-9616222,R-HSA-9006936,R-HSA-597592,R-HSA-383280,R-HSA-9839394	ENSG00000131759		0.3039653988058105	14.744806	3.8316002	1.1300956	3
SF3B1	R-HSA-74160,R-HSA-72172,R-HSA-72163,R-HSA-212165	ENSG00000115524		0.4559480982087158	15.689675	3.824621	1.9729275	3
TNC	R-HSA-3000171,R-HSA-597592,R-HSA-3000178	ENSG00000041982		0.3039653988058105	13.404862	3.9014094	0.5969945	-1
LEF1	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-8878159,R-HSA-195721,R-HSA-9730414,R-HSA-201681,R-HSA-201722,R-HSA-9856649,R-HSA-162582,R-HSA-9856651,R-HSA-9754189,R-HSA-4086398,R-HSA-3769402,R-HSA-9758941,R-HSA-8853884,R-HSA-9825892,R-HSA-195253,R-HSA-3858494,R-HSA-9616222,R-HSA-9793380	ENSG00000138795		0.4559480982087158	14.596634	4.660784	1.9075091	3
CDKN1B	R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-8939211,R-HSA-1257604,R-HSA-2559582,R-HSA-2219528,R-HSA-2559583,R-HSA-9006925,R-HSA-8953897,R-HSA-1643685,R-HSA-69278,R-HSA-162582,R-HSA-2262752,R-HSA-9617828,R-HSA-9634638,R-HSA-453279,R-HSA-5663202,R-HSA-1640170,R-HSA-69236,R-HSA-69231,R-HSA-9659787,R-HSA-9661069,R-HSA-69620,R-HSA-69580,R-HSA-69563,R-HSA-69615,R-HSA-8848021,R-HSA-9006927,R-HSA-69656,R-HSA-69202,R-HSA-5674400,R-HSA-2559586,R-HSA-9687139,R-HSA-69206,R-HSA-9675126	ENSG00000111276		0.4559480982087158	11.418422	3.9558673	1.2912699	3
SUFU	R-HSA-162582	ENSG00000107882		0.4559480982087158	4.5020275	-11.768896	25.646814	1
FOXA1	R-HSA-9006931,R-HSA-1266738,R-HSA-8939211,R-HSA-9018519,R-HSA-162582,R-HSA-9758941	ENSG00000129514		0.4559480982087158	14.212419	6.3495226	1.0737488	3
SND1	R-HSA-1643685,R-HSA-5663202	ENSG00000197157		0.4559480982087158	6.647424	6.253869	1.7985475	3
BCL6	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-449147	ENSG00000113916		0.4559480982087158	15.995083	2.5445523	1.0169007	3
CDH1	R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-1643685,R-HSA-9730414,R-HSA-9764560,R-HSA-9856649,R-HSA-162582,R-HSA-9764561,R-HSA-9766229,R-HSA-9856651,R-HSA-9758941,R-HSA-8876384,R-HSA-1280218,R-HSA-5357801,R-HSA-109581,R-HSA-1474228	ENSG00000039068		0.4559480982087158	13.446228	4.1576395	2.9761302	3
CREB1	R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-8939211,R-HSA-1257604,R-HSA-2219528,R-HSA-9006925,R-HSA-8953897,R-HSA-1643685,R-HSA-9730414,R-HSA-9856649,R-HSA-162582,R-HSA-2262752,R-HSA-166016,R-HSA-168898,R-HSA-9609690,R-HSA-9609646,R-HSA-9634638,R-HSA-448424,R-HSA-937061,R-HSA-166166,R-HSA-9856651,R-HSA-450294,R-HSA-5663202,R-HSA-416476,R-HSA-157118,R-HSA-449147,R-HSA-881907,R-HSA-418594,R-HSA-9616222,R-HSA-9824446,R-HSA-9006934,R-HSA-9675108,R-HSA-5674400,R-HSA-168164,R-HSA-375165,R-HSA-166058,R-HSA-181438,R-HSA-168179,R-HSA-168188,R-HSA-9022692,R-HSA-111885	ENSG00000118260		0.4559480982087158	11.746901	5.099316	-0.11080403	3
KDM5C	R-HSA-3247509,R-HSA-4839726	ENSG00000126012		0.4559480982087158	15.375402	4.979336	6.055847	-1
PRF1	R-HSA-1643685,R-HSA-5663202	ENSG00000180644		0.3039653988058105	6.5451097	6.35492	1.5440236	3
RSPO3	R-HSA-8878171,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-195721,R-HSA-201681,R-HSA-162582	ENSG00000146374		0.3039653988058105	15.691782	3.8423584	0.6207263	3
ZNF479	R-HSA-73857,R-HSA-212436,R-HSA-74160	ENSG00000185177		0.3039653988058105	18.044615	0.68365866	1.1962873	3
COL1A1	R-HSA-73857,R-HSA-109582,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-1643685,R-HSA-162582,R-HSA-8878166,R-HSA-6806834,R-HSA-8941326,R-HSA-1280218,R-HSA-3000171,R-HSA-9006934,R-HSA-8940973,R-HSA-3000178,R-HSA-1474228,R-HSA-202733	ENSG00000108821		0.3039653988058105	14.142531	3.9917152	1.5275195	3
PAX5	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-8878171	ENSG00000196092		0.607930797611621	17.20397	1.2769817	0.93092805	3
SPOP	R-HSA-162582	ENSG00000121067		0.4559480982087158	4.882489	-12.066194	26.035843	1
AFF4	R-HSA-73857,R-HSA-74160	ENSG00000072364		0.4559480982087158	18.27769	0.4606508	1.9423454	3
NOTCH2	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1643685,R-HSA-162582,R-HSA-157118,R-HSA-9013694,R-HSA-350054,R-HSA-9013695	ENSG00000134250		0.4559480982087158	15.439118	4.3562727	0.5164371	3
IL2	R-HSA-5683057,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-5684996,R-HSA-5673001,R-HSA-162582,R-HSA-449147,R-HSA-8878171	ENSG00000109471		0.15198269940290526	15.256368	4.5311604	0.33825383	3
CCL11	R-HSA-373076,R-HSA-375276,R-HSA-380108,R-HSA-500792,R-HSA-162582,R-HSA-449147	ENSG00000172156		0.04038873011695092	5.650829	6.9468427	14.138416	4
CNOT3	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1266738	ENSG00000088038		0.4559480982087158	16.087702	2.24089	1.7019504	3
GOLGA5	R-HSA-6811442	ENSG00000066455		0.15198269940290526	12.157473	2.7107008	2.8885314	-1
NT5C2	R-HSA-1430728	ENSG00000076685		0.607930797611621	15.613086	20.588163	6.944555	0
CD274	R-HSA-162582,R-HSA-1280218,R-HSA-9006934	ENSG00000120217		0.3039653988058105	11.958122	6.4520793	-0.3828605	3
FOXO4	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-1257604,R-HSA-2219528,R-HSA-5688426,R-HSA-9006925,R-HSA-1643685,R-HSA-162582,R-HSA-5689880,R-HSA-9617828,R-HSA-5663202,R-HSA-597592,R-HSA-5674400	ENSG00000184481		0.3039653988058105	13.55787	3.9151826	-0.18860146	3
EPHA7	R-HSA-1266738,R-HSA-9675108	ENSG00000135333		0.3039653988058105	1.7305186	-1.0156224	-9.304887	2
GRB10	R-HSA-1266738,R-HSA-8953897,R-HSA-162582,R-HSA-2262752,R-HSA-9006934,R-HSA-9675108,R-HSA-74752,R-HSA-74751	ENSG00000106070		0.061370282114952865	11.593012	6.3706603	0.52068686	3
IKZF1	R-HSA-9013508,R-HSA-9012852,R-HSA-162582,R-HSA-157118	ENSG00000185811		0.7037464891970611	4.758154	-11.847421	25.427013	1
RNASET2	R-HSA-6798695	ENSG00000026297		0.48554970734654185	10.105464	4.472538	-0.9225426	-1
CEBPE	R-HSA-1266738,R-HSA-9616222	ENSG00000092067		0.31484694566506444	16.738426	3.0196893	7.562946	2
GRIN2A	R-HSA-73857,R-HSA-212436,R-HSA-74160	ENSG00000183454		0.4559480982087158	17.931376	0.64524674	0.90243495	3
MYB	R-HSA-8939236,R-HSA-73857,R-HSA-9006931,R-HSA-109582,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-8939211,R-HSA-983231,R-HSA-9018519,R-HSA-162582,R-HSA-9758941,R-HSA-9616222,R-HSA-8878171	ENSG00000118513		0.4864272272416962	14.480211	4.312636	1.434635	3
SUZ12	R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-1257604,R-HSA-446728,R-HSA-3214841,R-HSA-1500931,R-HSA-2559583,R-HSA-9006925,R-HSA-8953897,R-HSA-5619507,R-HSA-5617472,R-HSA-1643685,R-HSA-9764560,R-HSA-2559580,R-HSA-162582,R-HSA-2262752,R-HSA-9609690,R-HSA-9609646,R-HSA-2990846,R-HSA-3108232,R-HSA-9824446,R-HSA-597592,R-HSA-8953750,R-HSA-6807070,R-HSA-212165,R-HSA-9645723	ENSG00000178691		0.4559480982087158	13.146297	3.894061	1.8572271	3
BAX	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-109606,R-HSA-162582,R-HSA-8878166,R-HSA-5357801,R-HSA-109581,R-HSA-9006934	ENSG00000087088		0.3039653988058105	15.027218	3.6818764	1.3623459	3
CACNA1D	R-HSA-1266738,R-HSA-1430728,R-HSA-9675108,R-HSA-422356,R-HSA-375165	ENSG00000157388		0.4559480982087158	14.816565	4.680063	2.9012916	3
MAF	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-8878166,R-HSA-8941326,R-HSA-8940973	ENSG00000178573		0.4559480982087158	17.132399	1.1355734	1.2360581	3
TBL1XR1	R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-1430728,R-HSA-8953897,R-HSA-1643685,R-HSA-9711123,R-HSA-162582,R-HSA-2262752,R-HSA-9609690,R-HSA-9609646,R-HSA-5663202,R-HSA-9933387,R-HSA-157118,R-HSA-9843745,R-HSA-9824446,R-HSA-350054,R-HSA-2122947,R-HSA-212165,R-HSA-9675151,R-HSA-9022692	ENSG00000177565		0.4559480982087158	13.377286	3.982236	0.99470794	3
DROSHA	R-HSA-74160	ENSG00000113360		0.4559480982087158	17.83299	0.88501656	2.4752471	3
ARHGAP26	R-HSA-9013406,R-HSA-162582,R-HSA-9013404,R-HSA-9013423	ENSG00000145819		0.3039653988058105	13.455604	7.0030746	0.57118005	3
CCNC	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-1430728,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-157118,R-HSA-9843745,R-HSA-9006936,R-HSA-9824446,R-HSA-212165	ENSG00000112237		0.15198269940290526	14.014538	3.8713915	1.0129066	3
CCR6	R-HSA-373076,R-HSA-375276,R-HSA-380108,R-HSA-500792,R-HSA-162582,R-HSA-418594	ENSG00000112486		0.15021361985335502	5.0242496	7.2754893	13.924935	4
DNMT3A	R-HSA-3247509,R-HSA-4839726,R-HSA-74160,R-HSA-1643685,R-HSA-2990846,R-HSA-3108232,R-HSA-3214858,R-HSA-597592,R-HSA-212165,R-HSA-9645723	ENSG00000119772		0.4559480982087158	13.5427265	3.5950565	-0.08020567	3
SETD1B	R-HSA-8878171,R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-3214841,R-HSA-8936459,R-HSA-212165	ENSG00000139718		0.3039653988058105	15.698547	2.8316457	3.1326513	3
WWTR1	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-8878159,R-HSA-162582,R-HSA-8878166,R-HSA-2173796,R-HSA-8941326,R-HSA-9006936,R-HSA-8940973,R-HSA-9675108	ENSG00000018408		0.4559480982087158	15.683397	3.0863838	1.1564739	3
ARID2	R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-9933939,R-HSA-3214858,R-HSA-8939243,R-HSA-8878171	ENSG00000189079		0.4559480982087158	15.707072	2.9422727	3.38977	3
ESR1	R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-74160,R-HSA-8939211,R-HSA-1257604,R-HSA-2219528,R-HSA-9018519,R-HSA-5688426,R-HSA-9006925,R-HSA-8953897,R-HSA-1643685,R-HSA-1236394,R-HSA-162582,R-HSA-2262752,R-HSA-8878166,R-HSA-5663202,R-HSA-2990846,R-HSA-3108232,R-HSA-8864260,R-HSA-199418,R-HSA-5689896,R-HSA-2219530,R-HSA-9006934,R-HSA-6811558,R-HSA-597592,R-HSA-1251985,R-HSA-383280,R-HSA-8878171	ENSG00000091831		0.4559480982087158	13.408439	5.1265826	-0.33061692	3
MUC16	R-HSA-1643685,R-HSA-597592,R-HSA-5621481	ENSG00000181143		0.3039653988058105	12.192286	2.8798769	-1.473497	3
NCKIPSD	R-HSA-1643685,R-HSA-162582	ENSG00000213672		0.15198269940290526	12.580337	6.590553	-0.6058264	3
NTRK1	R-HSA-198203,R-HSA-162582,R-HSA-9006934	ENSG00000198400		0.4559480982087158	11.43993	7.825904	-0.6724065	3
CCL7	R-HSA-373076,R-HSA-375276,R-HSA-380108,R-HSA-500792,R-HSA-162582	ENSG00000108688		0.04897152284539233	5.4278665	7.300478	13.907874	4
